sku,product_id,product_name,collection,price,size,gender,category,subcategory,short_description,why_buy_this,best_for,impression,you_will_like_it_if,avoid_if,longevity_score,projection_score,gift_safety_score,fresh_score,floral_score,woody_score,musky_score,oud_score,amber_score,sweet_score,spicy_score,scent_family,key_ingredients,concentration,perfumer,live_url
12080000,champs-782,CHAMPS,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,MUSK,SENSUAL WOODS OF SPRING,"Choose CHAMPS if you want a musky, woody fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Musky character with a woody touch,You enjoy musky perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,40,76,86,22,40,22,40,Musky,See long description,Eau de Parfum,Paul Guerlain,https://global.aljazeeraperfumes.com/en/product-details/CHAMPS/782
12090000,jockey-784,JOCKEY,ALJAZEERA COLLECTION,155,70 ML,Unisex,PERFUMES,FLOWERS,A SENSUAL LEATHERY BLOOM,"Choose JOCKEY if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy leather perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,76,40,40,22,22,58,58,Leather,See long description,Eau de Parfum,Dominique Ropion,https://global.aljazeeraperfumes.com/en/product-details/JOCKEY/784
1200000,tulips-786,TULIPS,ALJAZEERA COLLECTION,155,Perfume,Unisex,PERFUMES,FLOWERS,MYSTICAL FLORAL RADIANCE,"Choose TULIPS if you want a floral, amber fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a amber touch,You enjoy flowers perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,7,8,40,96,22,22,22,76,22,22,FLOWERS,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/TULIPS/786
11190000,poppies-788,POPPIES,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,OUD,MIRAGE OF AMBER LIGHT,"Choose POPPIES if you want a oud, floral fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Oud character with a floral touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,8,22,76,58,22,90,76,22,22,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/POPPIES/788
11410000,butterfly-790,BUTTERFLY,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,MUSK,DELICATE FLORALS IN GENTLE MOTION,"Choose BUTTERFLY if you want a floral, musky fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a musky touch,You enjoy musk perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,94,22,84,22,40,58,22,MUSK,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/BUTTERFLY/790
11170000,bubbles-792,BUBBLES,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,FRESH,FLORAL SUGAR MIST,"Choose BUBBLES if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,86,94,22,22,22,22,76,22,FRESH,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/BUBBLES/792
12220000,capri-794,CAPRI,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,AMBER,SUNLIT CITRUS WITH ISLAND CHARM,"Choose CAPRI if you want a musky, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Musky character with a woody touch,You enjoy musky perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,40,58,86,40,40,40,22,Musky,See long description,Eau de Parfum,"Michel&nbsp;<span style=""color: initial; font-size: 1rem; background-color: transparent;"">Almairac</span>",https://global.aljazeeraperfumes.com/en/product-details/CAPRI/794
12230000,santorini-796,SANTORINI,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,AMBER,BRIGHT FRESHNESS BY THE SEA,"Choose SANTORINI if you want a sweet, spicy fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Sweet character with a spicy touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,40,22,40,22,40,40,58,58,Wood,See long description,Eau de Parfum,Jean-Luis&nbsp; Sieuzac,https://global.aljazeeraperfumes.com/en/product-details/SANTORINI/796
12130000_variant,venice-hair-mist-798,VENICE HAIR MIST,ALJAZEERA PERFUMES,110,100 ML,Unisex,PERFUMES,FRESH,SOFT BLOOM HAIR FRAGRANCE,"Choose VENICE HAIR MIST if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,76,96,40,58,22,40,58,22,Floral,See long description,Hair Mist,,https://global.aljazeeraperfumes.com/en/product-details/VENICE%20HAIR%20MIST/798
12120000_variant,onyx-hair-mist-800,ONYX HAIR MIST,ALJAZEERA PERFUMES,110,100 ML,Unisex,PERFUMES,FRESH,GOLDEN WARMTH HAIR AFFAIR,"Choose ONYX HAIR MIST if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,58,96,76,22,22,40,58,22,Floral,See long description,Hair Mist,,https://global.aljazeeraperfumes.com/en/product-details/ONYX%20HAIR%20MIST/800
12140000,97-elysees-hairmist-803,97 ELYSEES HAIRMIST,ALJAZEERA PERFUMES,110,100 ML,Unisex,PERFUMES,FRESH,97 ELYSEES HAIRMIST,"Choose 97 ELYSEES HAIRMIST if you want a fresh, floral fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer",Fresh character with a floral touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,86,58,58,22,22,22,40,22,Fresh,See long description,Hair Mist,,https://global.aljazeeraperfumes.com/en/product-details/97%20ELYSEES%20HAIRMIST/803
11390000,paris-amazing-806,PARIS AMAZING,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,PARIS AMAZING,"Choose PARIS AMAZING if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,76,96,58,22,22,22,76,22,Floral,See long description,Eau de Parfum,JEAN-CHRISTOPHE HERAULT,https://global.aljazeeraperfumes.com/en/product-details/PARIS%20AMAZING/806
11570000,paris-private-809,PARIS PRIVATE,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,PARIS PRIVATE,"Choose PARIS PRIVATE if you want a floral, spicy fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Special Occasions",Floral character with a spicy touch,You enjoy flowers perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,94,22,40,40,40,22,76,FLOWERS,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/PARIS%20PRIVATE/809
11430000,paris-star-811,PARIS STAR,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,PARIS STAR,"Choose PARIS STAR if you want a floral, spicy fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a spicy touch,You enjoy leather perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,96,40,22,22,22,40,58,Leather,See long description,Eau de Parfum,ALEXIS DADIER<br>,https://global.aljazeeraperfumes.com/en/product-details/PARIS%20STAR/811
11550000,paris-chic-813,PARIS CHIC,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,PARIS CHIC,"Choose PARIS CHIC if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,96,58,22,22,22,22,22,Floral,See long description,Eau de Parfum,"<span style=""color: rgb(8, 8, 8);"">FANNY BAL</span>",https://global.aljazeeraperfumes.com/en/product-details/PARIS%20CHIC/813
11420000,paris-feeling-815,PARIS FEELING,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,PARIS FEELING,"Choose PARIS FEELING if you want a fresh, floral fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Fresh character with a floral touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,96,94,40,22,22,40,40,22,Fresh,See long description,Eau de Parfum,JULIEN RASQUINET,https://global.aljazeeraperfumes.com/en/product-details/PARIS%20FEELING/815
11180000,points-817,POINTS,ALJAZEERA COLLECTION,155,100 ML,Unisex,PERFUMES,FLOWERS,POINTS,"Choose POINTS if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy flowers perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,84,40,22,22,40,40,22,FLOWERS,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/POINTS/817
11092000,maharani-819,MAHARANI,ALJAZEERA COLLECTION,155,100 ML,Unisex,PERFUMES,FLOWERS,QUEENLY FLORALS WITH SOFT LUXURY,"Choose MAHARANI if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,76,58,40,40,22,22,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/MAHARANI/819
11400000,canari-821,CANARI,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,CANARI,"Choose CANARI if you want a fresh, floral fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Fresh character with a floral touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,82,76,58,22,22,40,58,22,Fresh,See long description,Eau de Parfum,Dominique Ropion,https://global.aljazeeraperfumes.com/en/product-details/CANARI/821
11580000,magic-night-823,MAGIC NIGHT,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,FRESH,MAGIC NIGHT,"Choose MAGIC NIGHT if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,82,96,40,22,22,40,58,22,Fresh,See long description,Eau de Parfum,Loc Dong,https://global.aljazeeraperfumes.com/en/product-details/MAGIC%20NIGHT/823
11590000,magic-moon-825,MAGIC MOON,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,MAGIC MOON,"Choose MAGIC MOON if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,7,8,82,94,76,22,22,40,58,22,Fresh,See long description,Eau de Parfum,Loc Dong,https://global.aljazeeraperfumes.com/en/product-details/MAGIC%20MOON/825
11085000,lapis-827,LAPIS,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,AMBER,COOL BLUE NOTES WITH DEEP ELEGANCE,"Choose LAPIS if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,96,76,22,22,58,22,22,Floral,See long description,Eau de Parfum,Jean Christophe Herault,https://global.aljazeeraperfumes.com/en/product-details/LAPIS/827
11310000,chateau-829,CHATEAU,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,AMBER,CHATEAU,"Choose CHATEAU if you want a amber, floral fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Amber character with a floral touch,You enjoy amber perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,8,22,94,40,22,40,96,22,22,AMBER,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/CHATEAU/829
10420000,aaa-831,AAA,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,OUD,PURE DISTINCTION IN A SMOOTH SCENT,"Choose AAA if you want a oud, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Oud character with a floral touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,7,22,40,22,40,90,40,22,22,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/AAA/831
12350000,sidra-833,SIDRA,ALJAZEERA COLLECTION,155,70 ML,Unisex,PERFUMES,FLOWERS,MOMENT OF PURE ELEGANCE,"Choose SIDRA if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,76,96,22,22,22,40,40,40,Floral,See long description,Eau de Parfum,Dominque Roppion,https://global.aljazeeraperfumes.com/en/product-details/SIDRA/833
123400000,sidra-wood-835,SIDRA WOOD,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,AMBER,SENSUAL WOOD JOURNEY,"Choose SIDRA WOOD if you want a floral, oud fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Floral character with a oud touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,40,40,22,40,40,40,40,Wood,See long description,Eau de Parfum,Quentin Bisch,https://global.aljazeeraperfumes.com/en/product-details/SIDRA%20WOOD/835
12370000,fine-oud-837,FINE OUD,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,TIMELESS OUD IMPRESSION,"Choose FINE OUD if you want a woody, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a floral touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,22,40,96,40,40,40,22,22,Wood,See long description,Eau de Parfum,Olivier Cresp,https://global.aljazeeraperfumes.com/en/product-details/FINE%20OUD/837
12360000,sweet-oud-839,SWEET OUD,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,SWEET OUD,"Choose SWEET OUD if you want a woody, fresh fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a fresh touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,22,58,40,40,22,40,58,Wood,See long description,Eau de Parfum,Serge De Olveira,https://global.aljazeeraperfumes.com/en/product-details/SWEET%20OUD/839
12420000,andalusian-palace-841,ANDALUSIAN PALACE,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,ROYAL FLORALS WITH ANDALUSIAN WARMTH,"Choose ANDALUSIAN PALACE if you want a floral, oud fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Floral character with a oud touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,40,40,22,40,40,22,22,Wood,See long description,Eau de Parfum,Olivier Cresp,https://global.aljazeeraperfumes.com/en/product-details/ANDALUSIAN%20PALACE/841
11081000,oriental-844,ORIENTAL,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,AMBER,SILK OF THE EAST,"Choose ORIENTAL if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,58,96,76,22,22,40,58,22,Floral,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/ORIENTAL/844
12750000,new-zealand-846,NEW ZEALAND,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,NEW ZEALAND,"Choose NEW ZEALAND if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,40,96,58,22,22,40,22,40,Floral,See long description,Eau de Parfum,Dominique Ropion,https://global.aljazeeraperfumes.com/en/product-details/NEW%20ZEALAND/846
12740000,australia-848,AUSTRALIA,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,LEATHER,AUSTRALIA,"Choose AUSTRALIA if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,76,96,58,40,22,22,22,40,Floral,See long description,Eau de Parfum,Jean-Christophe Herault,https://global.aljazeeraperfumes.com/en/product-details/AUSTRALIA/848
12440000,asia-850,ASIA,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,FRESH,SILK ROADS AT DAWN,"Choose ASIA if you want a musky, floral fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Musky character with a floral touch,You enjoy musky perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,76,58,86,22,40,22,40,Musky,See long description,Eau de Parfum,Paul Guerlain,https://global.aljazeeraperfumes.com/en/product-details/ASIA/850
12460000,oryx-amber-scented-candle-852,ORYX AMBER Scented Candle,ORYX,80,Perfume,Unisex,HOME FRAGRANCES,HOME FRAGRANCES,ORYX AMBER Scented Candle,"Choose ORYX AMBER Scented Candle if you want a floral, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Floral character with a woody touch,You enjoy home fragrances perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,40,40,40,22,40,22,22,HOME FRAGRANCES,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20AMBER%20Scented%20Candle/852
12470000,oryx-musk-scented-candle-854,ORYX MUSK Scented Candle,ORYX,80,Perfume,Unisex,HOME FRAGRANCES,HOME FRAGRANCES,ORYX MUSK Scented Candle,"Choose ORYX MUSK Scented Candle if you want a woody, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a floral touch,You enjoy home fragrances perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,40,40,96,40,22,22,22,22,HOME FRAGRANCES,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20MUSK%20Scented%20Candle/854
12580000,oryx-amber-reed-diffuser-858,ORYX AMBER REED DIFFUSER,ORYX,80,100 ML,Unisex,HOME FRAGRANCES,HOME FRAGRANCES,ORYX AMBER REED DIFFUSER,"Choose ORYX AMBER REED DIFFUSER if you want a floral, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Floral character with a woody touch,You enjoy home fragrances perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,40,40,40,22,40,22,22,HOME FRAGRANCES,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20AMBER%20REED%20DIFFUSER/858
12550000,oryx-musk-hair-mist-860,ORYX MUSK HAIR MIST,ORYX PERFUMES,110,100 ML,Unisex,PERFUMES,MUSK,ORYX MUSK HAIR MIST,"Choose ORYX MUSK HAIR MIST if you want a woody, musky fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a musky touch,You enjoy musky perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,58,96,86,22,22,22,22,Musky,See long description,Hair Mist,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20MUSK%20HAIR%20MIST/860
12540000,oryx-amber-hair-mist-862,ORYX AMBER HAIR MIST,ORYX PERFUMES,110,100 ML,Unisex,PERFUMES,AMBER,ORYX AMBER HAIR MIST,"Choose ORYX AMBER HAIR MIST if you want a woody, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a floral touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,40,76,40,22,40,22,22,Ambre,See long description,Hair Mist,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20AMBER%20HAIR%20MIST/862
12510000,oryx-musk-room-spray-865,ORYX MUSK ROOM SPRAY,ORYX,80,150 ML,Unisex,HOME FRAGRANCES,HOME FRAGRANCES,ORYX MUSK ROOM SPRAY,"Choose ORYX MUSK ROOM SPRAY if you want a woody, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a floral touch,You enjoy home fragrances perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,40,40,96,40,22,22,22,22,HOME FRAGRANCES,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20MUSK%20ROOM%20SPRAY/865
12500000,oryx-amber-room-spray-867,ORYX AMBER ROOM SPRAY,ORYX,80,150,Unisex,HOME FRAGRANCES,HOME FRAGRANCES,ORYX AMBER ROOM SPRAY,"Choose ORYX AMBER ROOM SPRAY if you want a floral, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Floral character with a woody touch,You enjoy home fragrances perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,40,40,40,22,40,22,22,HOME FRAGRANCES,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20AMBER%20ROOM%20SPRAY/867
1243000,al-jasra-set-872,AL JASRA SET,ALJAZEERA PERFUMES,175,70 ML,Unisex,PERFUMES,OUD,HERITAGE WARMTH WITH ELEGANT DEPTH,"Choose AL JASRA SET if you want a woody, spicy fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a spicy touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,22,58,40,40,40,40,58,Wood,See long description,Eau de Parfum,Sophie Labbe,https://global.aljazeeraperfumes.com/en/product-details/AL%20JASRA%20SET/872
20242729,25th-anniversary-874,25TH ANNIVERSARY,ALJAZEERA PERFUMES,175,70 ML,Unisex,PERFUMES,OUD,CELEBRATORY NOTES WITH LASTING LUXURY,"Choose 25TH ANNIVERSARY if you want a floral, musky fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a musky touch,You enjoy musky perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,40,96,76,86,40,40,22,22,Musky,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/25TH%20ANNIVERSARY/874
12630000,380-876,380,ALJAZEERA COLLECTION,155,70 ML,Unisex,PERFUMES,FLOWERS,REFINED AIRBORNE ELEGANCE,"Choose 380 if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,76,96,58,22,22,40,22,40,Floral,See long description,Eau de Parfum,Bruno Jovanovic,https://global.aljazeeraperfumes.com/en/product-details/380/876
12620000,777-878,777,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,OUD,AIRY FRESHNESS WITH SMOOTH LUXURY,"Choose 777 if you want a woody, spicy fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift, Special Occasions",Woody character with a spicy touch,You enjoy leather perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,58,22,76,22,40,22,22,76,Leather,See long description,Eau de Parfum,Paul Guerlain,https://global.aljazeeraperfumes.com/en/product-details/777/878
